country,crop,item_code_cpc,element,element_code,year,unit,value,flag_description,flag,domain,domain_code,unique_id
France,Rye,0116,Production,5510,2023,t,168310,Official figure,A,Crops and livestock products,QCL,167
France,Wheat,0111,Area harvested,5312,2023,ha,4998280,Official figure,A,Crops and livestock products,QCL,166
France,Wheat,0111,Yield,5412,2023,kg/ha,7201.6,Official figure,A,Crops and livestock products,QCL,168
France,Wheat,0111,Production,5510,2023,t,35995570,Official figure,A,Crops and livestock products,QCL,167
Gabon,Rice,0113,Area harvested,5312,2023,ha,640,Imputed value,I,Crops and livestock products,QCL,169
Gabon,Rice,0113,Yield,5412,2023,kg/ha,2705.2,Estimated value,E,Crops and livestock products,QCL,171
Gabon,Rice,0113,Production,5510,2023,t,1731.31,Estimated value,E,Crops and livestock products,QCL,170
Gambia,Rice,0113,Area harvested,5312,2023,ha,65000,Figure from international organizations,X,Crops and livestock products,QCL,172
Gambia,Rice,0113,Yield,5412,2023,kg/ha,847.7,Estimated value,E,Crops and livestock products,QCL,174
Gambia,Rice,0113,Production,5510,2023,t,55100,Official figure,A,Crops and livestock products,QCL,173
Georgia,Barley,0115,Area harvested,5312,2023,ha,24500,Official figure,A,Crops and livestock products,QCL,175
Georgia,Barley,0115,Yield,5412,2023,kg/ha,2159.2,Official figure,A,Crops and livestock products,QCL,177
Georgia,Barley,0115,Production,5510,2023,t,52900,Official figure,A,Crops and livestock products,QCL,176
Georgia,Oats,0117,Area harvested,5312,2023,ha,800,Official figure,A,Crops and livestock products,QCL,175
Georgia,Oats,0117,Yield,5412,2023,kg/ha,2125,Official figure,A,Crops and livestock products,QCL,177
Georgia,Oats,0117,Production,5510,2023,t,1700,Official figure,A,Crops and livestock products,QCL,176
Georgia,Rye,0116,Area harvested,5312,2023,ha,163,Estimated value,E,Crops and livestock products,QCL,175
Georgia,Rye,0116,Yield,5412,2023,kg/ha,1203.4,Estimated value,E,Crops and livestock products,QCL,177
Georgia,Rye,0116,Production,5510,2023,t,196.24,Estimated value,E,Crops and livestock products,QCL,176
Georgia,Wheat,0111,Area harvested,5312,2023,ha,55700,Official figure,A,Crops and livestock products,QCL,175
Georgia,Wheat,0111,Yield,5412,2023,kg/ha,2639.1,Official figure,A,Crops and livestock products,QCL,177
Georgia,Wheat,0111,Production,5510,2023,t,147000,Official figure,A,Crops and livestock products,QCL,176
Germany,Barley,0115,Area harvested,5312,2023,ha,1612200,Official figure,A,Crops and livestock products,QCL,178
Germany,Barley,0115,Yield,5412,2023,kg/ha,6822.9,Official figure,A,Crops and livestock products,QCL,180
Germany,Barley,0115,Production,5510,2023,t,10999900,Official figure,A,Crops and livestock products,QCL,179
Germany,Oats,0117,Area harvested,5312,2023,ha,139500,Official figure,A,Crops and livestock products,QCL,178
Germany,Oats,0117,Yield,5412,2023,kg/ha,3240.1,Official figure,A,Crops and livestock products,QCL,180
Germany,Oats,0117,Production,5510,2023,t,452000,Official figure,A,Crops and livestock products,QCL,179
Germany,Rice,0113,Area harvested,5312,2023,ha,0,Official figure,A,Crops and livestock products,QCL,178
Germany,Rice,0113,Production,5510,2023,t,0,Official figure,A,Crops and livestock products,QCL,179
Germany,Rye,0116,Area harvested,5312,2023,ha,625400,Official figure,A,Crops and livestock products,QCL,178
Germany,Rye,0116,Yield,5412,2023,kg/ha,4995.5,Official figure,A,Crops and livestock products,QCL,180
Germany,Rye,0116,Production,5510,2023,t,3124200,Official figure,A,Crops and livestock products,QCL,179
Germany,Wheat,0111,Area harvested,5312,2023,ha,2897800,Official figure,A,Crops and livestock products,QCL,178
Germany,Wheat,0111,Yield,5412,2023,kg/ha,7431.8,Official figure,A,Crops and livestock products,QCL,180
Germany,Wheat,0111,Production,5510,2023,t,21535900,Official figure,A,Crops and livestock products,QCL,179
Ghana,Oats,0117,Area harvested,5312,2023,ha,43,Imputed value,I,Crops and livestock products,QCL,181
Ghana,Oats,0117,Yield,5412,2023,kg/ha,935.2,Estimated value,E,Crops and livestock products,QCL,183
Ghana,Oats,0117,Production,5510,2023,t,40.5,Imputed value,I,Crops and livestock products,QCL,182
Ghana,Rice,0113,Area harvested,5312,2023,ha,370000,Figure from international organizations,X,Crops and livestock products,QCL,181
Ghana,Rice,0113,Yield,5412,2023,kg/ha,3954.1,Figure from international organizations,X,Crops and livestock products,QCL,183
Ghana,Rice,0113,Production,5510,2023,t,1463000,Figure from international organizations,X,Crops and livestock products,QCL,182
Greece,Barley,0115,Area harvested,5312,2023,ha,130780,Official figure,A,Crops and livestock products,QCL,184
Greece,Barley,0115,Yield,5412,2023,kg/ha,2772,Official figure,A,Crops and livestock products,QCL,186
Greece,Barley,0115,Production,5510,2023,t,362520,Official figure,A,Crops and livestock products,QCL,185
Greece,Oats,0117,Area harvested,5312,2023,ha,61650,Official figure,A,Crops and livestock products,QCL,184
Greece,Oats,0117,Yield,5412,2023,kg/ha,1122.3,Official figure,A,Crops and livestock products,QCL,186
Greece,Oats,0117,Production,5510,2023,t,69190,Official figure,A,Crops and livestock products,QCL,185
Greece,Rice,0113,Area harvested,5312,2023,ha,27600,Official figure,A,Crops and livestock products,QCL,184
Greece,Rice,0113,Yield,5412,2023,kg/ha,6900,Official figure,A,Crops and livestock products,QCL,186
Greece,Rice,0113,Production,5510,2023,t,190440,Official figure,A,Crops and livestock products,QCL,185
Greece,Rye,0116,Area harvested,5312,2023,ha,8130,Official figure,A,Crops and livestock products,QCL,184
Greece,Rye,0116,Yield,5412,2023,kg/ha,1921.3,Official figure,A,Crops and livestock products,QCL,186
Greece,Rye,0116,Production,5510,2023,t,15620,Official figure,A,Crops and livestock products,QCL,185
Greece,Wheat,0111,Area harvested,5312,2023,ha,448460,Official figure,A,Crops and livestock products,QCL,184
Greece,Wheat,0111,Yield,5412,2023,kg/ha,2919.3,Official figure,A,Crops and livestock products,QCL,186
Greece,Wheat,0111,Production,5510,2023,t,1309180,Official figure,A,Crops and livestock products,QCL,185
Guatemala,Barley,0115,Area harvested,5312,2023,ha,8,Estimated value,E,Crops and livestock products,QCL,187
Guatemala,Barley,0115,Yield,5412,2023,kg/ha,2163.4,Estimated value,E,Crops and livestock products,QCL,189
Guatemala,Barley,0115,Production,5510,2023,t,18.14,Estimated value,E,Crops and livestock products,QCL,188
Guatemala,Rice,0113,Area harvested,5312,2023,ha,14469,Official figure,A,Crops and livestock products,QCL,187
Guatemala,Rice,0113,Yield,5412,2023,kg/ha,3538.1,Official figure,A,Crops and livestock products,QCL,189
Guatemala,Rice,0113,Production,5510,2023,t,51193,Official figure,A,Crops and livestock products,QCL,188
Guatemala,Wheat,0111,Area harvested,5312,2023,ha,0,Estimated value,E,Crops and livestock products,QCL,187
Guatemala,Wheat,0111,Production,5510,2023,t,0,Estimated value,E,Crops and livestock products,QCL,188
Guinea,Rice,0113,Area harvested,5312,2023,ha,2352000,Estimated value,E,Crops and livestock products,QCL,193
Guinea,Rice,0113,Yield,5412,2023,kg/ha,1502.9,Estimated value,E,Crops and livestock products,QCL,195
Guinea,Rice,0113,Production,5510,2023,t,3534800,Official figure,A,Crops and livestock products,QCL,194
Guinea-Bissau,Rice,0113,Area harvested,5312,2023,ha,120000,Figure from international organizations,X,Crops and livestock products,QCL,190
Guinea-Bissau,Rice,0113,Yield,5412,2023,kg/ha,1886.7,Estimated value,E,Crops and livestock products,QCL,192
Guinea-Bissau,Rice,0113,Production,5510,2023,t,226400,Official figure,A,Crops and livestock products,QCL,191
Guyana,Rice,0113,Area harvested,5312,2023,ha,162801,Imputed value,I,Crops and livestock products,QCL,196
Guyana,Rice,0113,Yield,5412,2023,kg/ha,6111.8,Estimated value,E,Crops and livestock products,QCL,198
Guyana,Rice,0113,Production,5510,2023,t,995000,Figure from international organizations,X,Crops and livestock products,QCL,197
Haiti,Rice,0113,Area harvested,5312,2023,ha,52336,Imputed value,I,Crops and livestock products,QCL,199
Haiti,Rice,0113,Yield,5412,2023,kg/ha,2598.6,Estimated value,E,Crops and livestock products,QCL,201
Haiti,Rice,0113,Production,5510,2023,t,136000,Figure from international organizations,X,Crops and livestock products,QCL,200
Honduras,Rice,0113,Area harvested,5312,2023,ha,11315,Imputed value,I,Crops and livestock products,QCL,202
Honduras,Rice,0113,Yield,5412,2023,kg/ha,3081.7,Estimated value,E,Crops and livestock products,QCL,204
Honduras,Rice,0113,Production,5510,2023,t,34869.78,Official figure,A,Crops and livestock products,QCL,203
Honduras,Wheat,0111,Area harvested,5312,2023,ha,2385,Estimated value,E,Crops and livestock products,QCL,202
Honduras,Wheat,0111,Yield,5412,2023,kg/ha,536.4,Estimated value,E,Crops and livestock products,QCL,204
Honduras,Wheat,0111,Production,5510,2023,t,1279.48,Estimated value,E,Crops and livestock products,QCL,203
Hungary,Barley,0115,Area harvested,5312,2023,ha,412920,Official figure,A,Crops and livestock products,QCL,205
Hungary,Barley,0115,Yield,5412,2023,kg/ha,5375.7,Official figure,A,Crops and livestock products,QCL,207
Hungary,Barley,0115,Production,5510,2023,t,2219720,Official figure,A,Crops and livestock products,QCL,206
Hungary,Oats,0117,Area harvested,5312,2023,ha,22050,Official figure,A,Crops and livestock products,QCL,205
Hungary,Oats,0117,Yield,5412,2023,kg/ha,2747.4,Official figure,A,Crops and livestock products,QCL,207
Hungary,Oats,0117,Production,5510,2023,t,60580,Official figure,A,Crops and livestock products,QCL,206
Hungary,Rice,0113,Area harvested,5312,2023,ha,2340,Official figure,A,Crops and livestock products,QCL,205
Hungary,Rice,0113,Yield,5412,2023,kg/ha,3559.8,Official figure,A,Crops and livestock products,QCL,207
Hungary,Rice,0113,Production,5510,2023,t,8330,Official figure,A,Crops and livestock products,QCL,206
Hungary,Rye,0116,Area harvested,5312,2023,ha,29410,Official figure,A,Crops and livestock products,QCL,205
Hungary,Rye,0116,Yield,5412,2023,kg/ha,3201,Official figure,A,Crops and livestock products,QCL,207
Hungary,Rye,0116,Production,5510,2023,t,94140,Official figure,A,Crops and livestock products,QCL,206
Hungary,Wheat,0111,Area harvested,5312,2023,ha,1053120,Official figure,A,Crops and livestock products,QCL,205
Hungary,Wheat,0111,Yield,5412,2023,kg/ha,5642.3,Official figure,A,Crops and livestock products,QCL,207
Hungary,Wheat,0111,Production,5510,2023,t,5941990,Official figure,A,Crops and livestock products,QCL,206
Iceland,Barley,0115,Area harvested,5312,2023,ha,3160,Official figure,A,Crops and livestock products,QCL,208
Iceland,Barley,0115,Yield,5412,2023,kg/ha,2430.1,Official figure,A,Crops and livestock products,QCL,210
Iceland,Barley,0115,Production,5510,2023,t,7679,Official figure,A,Crops and livestock products,QCL,209
India,Barley,0115,Area harvested,5312,2023,ha,628325,Official figure,A,Crops and livestock products,QCL,211
India,Barley,0115,Yield,5412,2023,kg/ha,3044.5,Official figure,A,Crops and livestock products,QCL,213
India,Barley,0115,Production,5510,2023,t,1912919.44,Official figure,A,Crops and livestock products,QCL,212
India,Rice,0113,Area harvested,5312,2023,ha,47828000,Official figure,A,Crops and livestock products,QCL,211
India,Rice,0113,Yield,5412,2023,kg/ha,4322.3,Official figure,A,Crops and livestock products,QCL,213
India,Rice,0113,Production,5510,2023,t,206727000,Official figure,A,Crops and livestock products,QCL,212
India,Wheat,0111,Area harvested,5312,2023,ha,31400716,Official figure,A,Crops and livestock products,QCL,211
India,Wheat,0111,Yield,5412,2023,kg/ha,3520.7,Official figure,A,Crops and livestock products,QCL,213
India,Wheat,0111,Production,5510,2023,t,110553675.31,Official figure,A,Crops and livestock products,QCL,212
Indonesia,Rice,0113,Area harvested,5312,2023,ha,10213705,Official figure,A,Crops and livestock products,QCL,214
Indonesia,Rice,0113,Yield,5412,2023,kg/ha,5285.2,Official figure,A,Crops and livestock products,QCL,216
Indonesia,Rice,0113,Production,5510,2023,t,53980993,Official figure,A,Crops and livestock products,QCL,215
Iran (Islamic Republic of),Barley,0115,Area harvested,5312,2023,ha,1650000,Figure from international organizations,X,Crops and livestock products,QCL,217
Iran (Islamic Republic of),Barley,0115,Yield,5412,2023,kg/ha,1818.2,Figure from international organizations,X,Crops and livestock products,QCL,219
Iran (Islamic Republic of),Barley,0115,Production,5510,2023,t,3000000,Figure from international organizations,X,Crops and livestock products,QCL,218
Iran (Islamic Republic of),Rice,0113,Area harvested,5312,2023,ha,749746,Imputed value,I,Crops and livestock products,QCL,217
Iran (Islamic Republic of),Rice,0113,Yield,5412,2023,kg/ha,4799.8,Estimated value,E,Crops and livestock products,QCL,219
Iran (Islamic Republic of),Rice,0113,Production,5510,2023,t,3598594.46,Imputed value,I,Crops and livestock products,QCL,218
Iran (Islamic Republic of),Rye,0116,Area harvested,5312,2023,ha,491,Estimated value,E,Crops and livestock products,QCL,217
Iran (Islamic Republic of),Rye,0116,Yield,5412,2023,kg/ha,909,Estimated value,E,Crops and livestock products,QCL,219
Iran (Islamic Republic of),Rye,0116,Production,5510,2023,t,446.48,Estimated value,E,Crops and livestock products,QCL,218
Iran (Islamic Republic of),Wheat,0111,Area harvested,5312,2023,ha,6200000,Figure from international organizations,X,Crops and livestock products,QCL,217
Iran (Islamic Republic of),Wheat,0111,Yield,5412,2023,kg/ha,2258.1,Figure from international organizations,X,Crops and livestock products,QCL,219
Iran (Islamic Republic of),Wheat,0111,Production,5510,2023,t,14000000,Figure from international organizations,X,Crops and livestock products,QCL,218
Iraq,Barley,0115,Area harvested,5312,2023,ha,63674,Imputed value,I,Crops and livestock products,QCL,220
Iraq,Barley,0115,Yield,5412,2023,kg/ha,1663.2,Estimated value,E,Crops and livestock products,QCL,222
Iraq,Barley,0115,Production,5510,2023,t,105903,Official figure,A,Crops and livestock products,QCL,221
Iraq,Oats,0117,Area harvested,5312,2023,ha,0,Estimated value,E,Crops and livestock products,QCL,220
Iraq,Oats,0117,Production,5510,2023,t,0,Estimated value,E,Crops and livestock products,QCL,221
Iraq,Rice,0113,Area harvested,5312,2023,ha,3472,Official figure,A,Crops and livestock products,QCL,220
Iraq,Rice,0113,Yield,5412,2023,kg/ha,3629.6,Official figure,A,Crops and livestock products,QCL,222
Iraq,Rice,0113,Production,5510,2023,t,12602,Official figure,A,Crops and livestock products,QCL,221
Iraq,Rye,0116,Area harvested,5312,2023,ha,73900,Imputed value,I,Crops and livestock products,QCL,220
Iraq,Rye,0116,Yield,5412,2023,kg/ha,4264.4,Estimated value,E,Crops and livestock products,QCL,222
Iraq,Rye,0116,Production,5510,2023,t,315144.42,Imputed value,I,Crops and livestock products,QCL,221
Iraq,Wheat,0111,Area harvested,5312,2023,ha,1668077,Official figure,A,Crops and livestock products,QCL,220
Iraq,Wheat,0111,Yield,5412,2023,kg/ha,2546.5,Official figure,A,Crops and livestock products,QCL,222
Iraq,Wheat,0111,Production,5510,2023,t,4247726,Official figure,A,Crops and livestock products,QCL,221
Ireland,Barley,0115,Area harvested,5312,2023,ha,186340,Official figure,A,Crops and livestock products,QCL,223
Ireland,Barley,0115,Yield,5412,2023,kg/ha,6518.8,Official figure,A,Crops and livestock products,QCL,225
Ireland,Barley,0115,Production,5510,2023,t,1214720,Official figure,A,Crops and livestock products,QCL,224
Ireland,Oats,0117,Area harvested,5312,2023,ha,27230,Official figure,A,Crops and livestock products,QCL,223
Ireland,Oats,0117,Yield,5412,2023,kg/ha,6643.8,Official figure,A,Crops and livestock products,QCL,225
Ireland,Oats,0117,Production,5510,2023,t,180910,Official figure,A,Crops and livestock products,QCL,224
Ireland,Rice,0113,Area harvested,5312,2023,ha,0,Official figure,A,Crops and livestock products,QCL,223
Ireland,Rice,0113,Production,5510,2023,t,0,Official figure,A,Crops and livestock products,QCL,224
Ireland,Rye,0116,Area harvested,5312,2023,ha,0,Official figure,A,Crops and livestock products,QCL,223
Ireland,Rye,0116,Production,5510,2023,t,0,Official figure,A,Crops and livestock products,QCL,224
Ireland,Wheat,0111,Area harvested,5312,2023,ha,55780,Official figure,A,Crops and livestock products,QCL,223
Ireland,Wheat,0111,Yield,5412,2023,kg/ha,8675.3,Official figure,A,Crops and livestock products,QCL,225
Ireland,Wheat,0111,Production,5510,2023,t,483910,Official figure,A,Crops and livestock products,QCL,224
Israel,Barley,0115,Area harvested,5312,2023,ha,6000,Figure from international organizations,X,Crops and livestock products,QCL,226
Israel,Barley,0115,Yield,5412,2023,kg/ha,1866.7,Estimated value,E,Crops and livestock products,QCL,228
Israel,Barley,0115,Production,5510,2023,t,11200,Official figure,A,Crops and livestock products,QCL,227
Israel,Oats,0117,Area harvested,5312,2023,ha,912,Estimated value,E,Crops and livestock products,QCL,226
Israel,Oats,0117,Yield,5412,2023,kg/ha,285.6,Estimated value,E,Crops and livestock products,QCL,228
Israel,Oats,0117,Production,5510,2023,t,260.36,Estimated value,E,Crops and livestock products,QCL,227
Israel,Wheat,0111,Area harvested,5312,2023,ha,78784,Imputed value,I,Crops and livestock products,QCL,226
Israel,Wheat,0111,Yield,5412,2023,kg/ha,1726.2,Estimated value,E,Crops and livestock products,QCL,228
Israel,Wheat,0111,Production,5510,2023,t,136000,Official figure,A,Crops and livestock products,QCL,227
Italy,Barley,0115,Area harvested,5312,2023,ha,290300,Official figure,A,Crops and livestock products,QCL,229
Italy,Barley,0115,Yield,5412,2023,kg/ha,4112.7,Official figure,A,Crops and livestock products,QCL,231
Italy,Barley,0115,Production,5510,2023,t,1193930,Official figure,A,Crops and livestock products,QCL,230
Italy,Oats,0117,Area harvested,5312,2023,ha,102600,Official figure,A,Crops and livestock products,QCL,229
Italy,Oats,0117,Yield,5412,2023,kg/ha,2255.7,Official figure,A,Crops and livestock products,QCL,231
Italy,Oats,0117,Production,5510,2023,t,231430,Official figure,A,Crops and livestock products,QCL,230
Italy,Rice,0113,Area harvested,5312,2023,ha,210240,Official figure,A,Crops and livestock products,QCL,229
Italy,Rice,0113,Yield,5412,2023,kg/ha,6557.5,Official figure,A,Crops and livestock products,QCL,231
Italy,Rice,0113,Production,5510,2023,t,1378640,Official figure,A,Crops and livestock products,QCL,230
Italy,Rye,0116,Area harvested,5312,2023,ha,3590,Official figure,A,Crops and livestock products,QCL,229
Italy,Rye,0116,Yield,5412,2023,kg/ha,3052.9,Official figure,A,Crops and livestock products,QCL,231
Italy,Rye,0116,Production,5510,2023,t,10960,Official figure,A,Crops and livestock products,QCL,230
Italy,Wheat,0111,Area harvested,5312,2023,ha,1867560,Official figure,A,Crops and livestock products,QCL,229
Italy,Wheat,0111,Yield,5412,2023,kg/ha,3691.7,Official figure,A,Crops and livestock products,QCL,231
Italy,Wheat,0111,Production,5510,2023,t,6894470,Official figure,A,Crops and livestock products,QCL,230
Jamaica,Rice,0113,Area harvested,5312,2023,ha,0,Official figure,A,Crops and livestock products,QCL,232
Jamaica,Rice,0113,Production,5510,2023,t,0,Official figure,A,Crops and livestock products,QCL,233
Japan,Barley,0115,Area harvested,5312,2023,ha,64000,Official figure,A,Crops and livestock products,QCL,234
Japan,Barley,0115,Yield,5412,2023,kg/ha,3629.7,Official figure,A,Crops and livestock products,QCL,236
Japan,Barley,0115,Production,5510,2023,t,232300,Official figure,A,Crops and livestock products,QCL,235
Japan,Oats,0117,Area harvested,5312,2023,ha,163,Estimated value,E,Crops and livestock products,QCL,234
Japan,Oats,0117,Yield,5412,2023,kg/ha,1926.8,Estimated value,E,Crops and livestock products,QCL,236
Japan,Oats,0117,Production,5510,2023,t,314.93,Estimated value,E,Crops and livestock products,QCL,235
Japan,Rice,0113,Area harvested,5312,2023,ha,1478300,Estimated value,E,Crops and livestock products,QCL,234
Japan,Rice,0113,Yield,5412,2023,kg/ha,6856.5,Estimated value,E,Crops and livestock products,QCL,236
Japan,Rice,0113,Production,5510,2023,t,10136000,Official figure,A,Crops and livestock products,QCL,235
Japan,Wheat,0111,Area harvested,5312,2023,ha,231700,Official figure,A,Crops and livestock products,QCL,234
Japan,Wheat,0111,Yield,5412,2023,kg/ha,4721.6,Official figure,A,Crops and livestock products,QCL,236
Japan,Wheat,0111,Production,5510,2023,t,1094000,Official figure,A,Crops and livestock products,QCL,235
Jordan,Barley,0115,Area harvested,5312,2023,ha,33375,Official figure,A,Crops and livestock products,QCL,237
Jordan,Barley,0115,Yield,5412,2023,kg/ha,1333.2,Official figure,A,Crops and livestock products,QCL,239
Jordan,Barley,0115,Production,5510,2023,t,44497,Official figure,A,Crops and livestock products,QCL,238
Jordan,Wheat,0111,Area harvested,5312,2023,ha,12110,Official figure,A,Crops and livestock products,QCL,237
Jordan,Wheat,0111,Yield,5412,2023,kg/ha,2204.6,Official figure,A,Crops and livestock products,QCL,239
Jordan,Wheat,0111,Production,5510,2023,t,26698,Official figure,A,Crops and livestock products,QCL,238
Kazakhstan,Barley,0115,Area harvested,5312,2023,ha,2424652,Official figure,A,Crops and livestock products,QCL,240
Kazakhstan,Barley,0115,Yield,5412,2023,kg/ha,1078,Official figure,A,Crops and livestock products,QCL,242
Kazakhstan,Barley,0115,Production,5510,2023,t,2613882,Official figure,A,Crops and livestock products,QCL,241
Kazakhstan,Oats,0117,Area harvested,5312,2023,ha,190673,Official figure,A,Crops and livestock products,QCL,240
Kazakhstan,Oats,0117,Yield,5412,2023,kg/ha,785.1,Official figure,A,Crops and livestock products,QCL,242
Kazakhstan,Oats,0117,Production,5510,2023,t,149705.6,Official figure,A,Crops and livestock products,QCL,241
Kazakhstan,Rice,0113,Area harvested,5312,2023,ha,100008,Official figure,A,Crops and livestock products,QCL,240
Kazakhstan,Rice,0113,Yield,5412,2023,kg/ha,4851.4,Official figure,A,Crops and livestock products,QCL,242
Kazakhstan,Rice,0113,Production,5510,2023,t,485183,Official figure,A,Crops and livestock products,QCL,241
Kazakhstan,Rye,0116,Area harvested,5312,2023,ha,21036,Official figure,A,Crops and livestock products,QCL,240
Kazakhstan,Rye,0116,Yield,5412,2023,kg/ha,848.1,Official figure,A,Crops and livestock products,QCL,242
Kazakhstan,Rye,0116,Production,5510,2023,t,17839.83,Official figure,A,Crops and livestock products,QCL,241
Kazakhstan,Wheat,0111,Area harvested,5312,2023,ha,13129837,Official figure,A,Crops and livestock products,QCL,240
Kazakhstan,Wheat,0111,Yield,5412,2023,kg/ha,922.4,Official figure,A,Crops and livestock products,QCL,242
Kazakhstan,Wheat,0111,Production,5510,2023,t,12110913,Official figure,A,Crops and livestock products,QCL,241
Kenya,Barley,0115,Area harvested,5312,2023,ha,13292,Official figure,A,Crops and livestock products,QCL,243
Kenya,Barley,0115,Yield,5412,2023,kg/ha,2473.4,Official figure,A,Crops and livestock products,QCL,245
Kenya,Barley,0115,Production,5510,2023,t,32876,Official figure,A,Crops and livestock products,QCL,244
Kenya,Oats,0117,Area harvested,5312,2023,ha,3702,Imputed value,I,Crops and livestock products,QCL,243
Kenya,Oats,0117,Yield,5412,2023,kg/ha,1012.7,Estimated value,E,Crops and livestock products,QCL,245
Kenya,Oats,0117,Production,5510,2023,t,3748.64,Imputed value,I,Crops and livestock products,QCL,244
Kenya,Rice,0113,Area harvested,5312,2023,ha,38939,Official figure,A,Crops and livestock products,QCL,243
Kenya,Rice,0113,Yield,5412,2023,kg/ha,5882.6,Official figure,A,Crops and livestock products,QCL,245
Kenya,Rice,0113,Production,5510,2023,t,229064,Official figure,A,Crops and livestock products,QCL,244
Kenya,Wheat,0111,Area harvested,5312,2023,ha,104440,Official figure,A,Crops and livestock products,QCL,243
Kenya,Wheat,0111,Yield,5412,2023,kg/ha,2963.3,Official figure,A,Crops and livestock products,QCL,245
Kenya,Wheat,0111,Production,5510,2023,t,309492,Official figure,A,Crops and livestock products,QCL,244
Kuwait,Barley,0115,Area harvested,5312,2023,ha,624,Imputed value,I,Crops and livestock products,QCL,246
Kuwait,Barley,0115,Yield,5412,2023,kg/ha,7544.2,Estimated value,E,Crops and livestock products,QCL,248
Kuwait,Barley,0115,Production,5510,2023,t,4709.27,Imputed value,I,Crops and livestock products,QCL,247
Kuwait,Wheat,0111,Area harvested,5312,2023,ha,5,Imputed value,I,Crops and livestock products,QCL,246
Kuwait,Wheat,0111,Yield,5412,2023,kg/ha,5201.7,Estimated value,E,Crops and livestock products,QCL,248
Kuwait,Wheat,0111,Production,5510,2023,t,25.29,Imputed value,I,Crops and livestock products,QCL,247
Kyrgyzstan,Barley,0115,Area harvested,5312,2023,ha,241213,Official figure,A,Crops and livestock products,QCL,249
Kyrgyzstan,Barley,0115,Yield,5412,2023,kg/ha,1584,Official figure,A,Crops and livestock products,QCL,251
Kyrgyzstan,Barley,0115,Production,5510,2023,t,382085,Official figure,A,Crops and livestock products,QCL,250
Kyrgyzstan,Oats,0117,Area harvested,5312,2023,ha,753,Official figure,A,Crops and livestock products,QCL,249
Kyrgyzstan,Oats,0117,Yield,5412,2023,kg/ha,1723.8,Official figure,A,Crops and livestock products,QCL,251
Kyrgyzstan,Oats,0117,Production,5510,2023,t,1298,Official figure,A,Crops and livestock products,QCL,250
Kyrgyzstan,Rice,0113,Area harvested,5312,2023,ha,11787,Official figure,A,Crops and livestock products,QCL,249
Kyrgyzstan,Rice,0113,Yield,5412,2023,kg/ha,3967.5,Official figure,A,Crops and livestock products,QCL,251
Kyrgyzstan,Rice,0113,Production,5510,2023,t,46765,Official figure,A,Crops and livestock products,QCL,250
Kyrgyzstan,Rye,0116,Area harvested,5312,2023,ha,376,Estimated value,E,Crops and livestock products,QCL,249
Kyrgyzstan,Rye,0116,Yield,5412,2023,kg/ha,2487.4,Estimated value,E,Crops and livestock products,QCL,251
Kyrgyzstan,Rye,0116,Production,5510,2023,t,935.41,Estimated value,E,Crops and livestock products,QCL,250
Kyrgyzstan,Wheat,0111,Area harvested,5312,2023,ha,230497,Official figure,A,Crops and livestock products,QCL,249
Kyrgyzstan,Wheat,0111,Yield,5412,2023,kg/ha,1910.7,Official figure,A,Crops and livestock products,QCL,251
Kyrgyzstan,Wheat,0111,Production,5510,2023,t,440415,Official figure,A,Crops and livestock products,QCL,250
Lao People's Democratic Republic,Rice,0113,Area harvested,5312,2023,ha,876190,Imputed value,I,Crops and livestock products,QCL,252
Lao People's Democratic Republic,Rice,0113,Yield,5412,2023,kg/ha,4376.9,Estimated value,E,Crops and livestock products,QCL,254
Lao People's Democratic Republic,Rice,0113,Production,5510,2023,t,3835000,Figure from international organizations,X,Crops and livestock products,QCL,253
Latvia,Barley,0115,Area harvested,5312,2023,ha,83600,Official figure,A,Crops and livestock products,QCL,255
Latvia,Barley,0115,Yield,5412,2023,kg/ha,2785.9,Official figure,A,Crops and livestock products,QCL,257
Latvia,Barley,0115,Production,5510,2023,t,232900,Official figure,A,Crops and livestock products,QCL,256
Latvia,Oats,0117,Area harvested,5312,2023,ha,94700,Official figure,A,Crops and livestock products,QCL,255
Latvia,Oats,0117,Yield,5412,2023,kg/ha,2115.1,Official figure,A,Crops and livestock products,QCL,257
Latvia,Oats,0117,Production,5510,2023,t,200300,Official figure,A,Crops and livestock products,QCL,256
Latvia,Rice,0113,Area harvested,5312,2023,ha,0,Official figure,A,Crops and livestock products,QCL,255
Latvia,Rice,0113,Production,5510,2023,t,0,Official figure,A,Crops and livestock products,QCL,256
Latvia,Rye,0116,Area harvested,5312,2023,ha,32600,Official figure,A,Crops and livestock products,QCL,255
Latvia,Rye,0116,Yield,5412,2023,kg/ha,3202.5,Official figure,A,Crops and livestock products,QCL,257
Latvia,Rye,0116,Production,5510,2023,t,104400,Official figure,A,Crops and livestock products,QCL,256
Latvia,Wheat,0111,Area harvested,5312,2023,ha,525000,Official figure,A,Crops and livestock products,QCL,255
Latvia,Wheat,0111,Yield,5412,2023,kg/ha,4070.1,Official figure,A,Crops and livestock products,QCL,257
Latvia,Wheat,0111,Production,5510,2023,t,2136800,Official figure,A,Crops and livestock products,QCL,256
Lebanon,Barley,0115,Area harvested,5312,2023,ha,14000,Figure from international organizations,X,Crops and livestock products,QCL,258
Lebanon,Barley,0115,Yield,5412,2023,kg/ha,2142.9,Figure from international organizations,X,Crops and livestock products,QCL,260
